\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x97932d66e281f8e0f555f73876aa7423f24dd80858d6ef51284dff0d533d4228	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	30	57747	169391	8	380	40
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x2333217fed70cadf5631315339904d3a96d993df8afd5d444a555bdc359a34bf	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	10	2991	27377	3	327	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x1fec9cbfc4dcd499833eb4e9810ad024f6ce927cb9ddd195c5af620ab650c97d	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	10	2991	27377	3	327	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x0a7e1ec0799a92bd8e14fb5c8208f55df13548902d77b11674ec05ca0f5bf904	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	6	1325	9189	1	109	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x074d4d98e6eef5a2525556c8b2463f99462c6b39df9ad2f9cdd1fd2e6d8ec1b0	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	6	1325	9189	1	109	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x0a2f6a04f3326214307d9450618db30432da48ec88370e4af0ae185ca0132452	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	6	1325	9189	1	109	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xb4127b8097fe08f24def58eee369f621b32a83871ce7012f82f6690cb48d8d95	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	6	1325	9189	1	109	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x5644eae8c42641166bdc36bdaf5ea545b3d19ab669b31eaf7d88d9aef5184f28	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	6	1325	9183	1	108	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x5387340dc72087b68ee1d6b0e7827642b1a880380cc1829fbc923e9080c336a9	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	0	0	0	0	0	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xdb69a2fe68f2ed8571190043e663960c7d61056d251b3f5b91e88589d8779c5b	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	78	112283	336603	5	142	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xb8ddc4550a3935209db83f0a5653ecd0527816bf74fae1c85b7ca9324c2acf46	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	78	112277	336597	5	142	18
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xb2b962b38aa1734c33306330d9e833f3d85a81950ef5310b5367680c842522eb	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	26	31545	321353	3	106	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x4177cc39155ef64137bbeb1389293df6855f57b5ad6af1b12fb5a09f7e637849	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	0	0	0	0	0	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x3864cbd020668a3010e845ccd2e6b0e5cb8434ed35d9f71e492c55614900d68a	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	5	9878	19678	1	19	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x4b35cc1da60e75e80873f8c011afc10fbbb5cd653da4e12c4b2b85185c1cbf28	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xa4515f8fdb9ac127f5e5ceca91dd4493bff9c6be28c35f1c91c69477bc7c9f30	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	4	5048	9464	1	1	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xf1ea00173d89c69d35871b914fc35a13ff0ae6c5d47a5e3bd844d05ccb0bbe2d	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x2bd5b8e0f3115ef5c8e806a1b0950b9b3e4b1f811e9513ccba9c14711c450882	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	26	31545	321353	3	106	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x1ae2f7bd6831fdcc6ff03fcbedf3de9648876c22a5c280b21b6e8d156a8d935a	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xa91bcbf00338475f0ea4d6e7dfa0ad47ce79c02cc5ba6325223fc98dd0ab62fc	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x3b9738f120eeb0f56ac8e6ff58f6c58b60dea00844295f0bd6bf03e6fdd4be23	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\x5c7516eff2db02355934b63934e913b31c4662401afd5dad4d5ce3a84187ede3	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xeb25a4cb6cb6d409dc54831484bb18642b48c19cfbbf767aaac99ba1939d0d92	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac	44007	\\xb430a7acf7a752ee019096d9106cf0c50138f6c71ae1373908fc2995ed8c908a	1	\\x48dd7675b721471eac5c3526481bf09369dbc755178f2a42eaf99c280b4442fb	19	10543	68843	9	107	2
