\\x8ae6993f3bb1b19c80ab5c3330b2b844ec9bfde9ff66cb165e31a592e08056ac,44007,0.11853333333333334,0.02951947,0.0018867706,0.0204,0.0009587333333333333,0.00023651123046875,101,0
\\xd4e289f286a4e2f6897d4f82a84be7cadd082d1d2e1a7717c08218903fcf1ae2,44006,0.0034666666666666665,0.00085277,6.31808e-05,0.0009333333333333333,0.00011613333333333333,2.193450927734375e-05,4,1
\\xc1df0186706bfd928d19cfd0b2aad377530be8cc24d66cb476d452d5a7d21f84,44005,0.18053333333333332,0.04497441,0.0035725258,0.0316,0.0017638,0.00041961669921875,143,104
\\x23644444181a963fbff099440f3da428c1635a6fc237411b32b819a8a9b6c321,44005,0.0614,0.01535266,0.000994659,0.008333333333333333,0.0005661333333333333,0.00013828277587890625,40,1
\\x9ed32dba749c54535f26cb1e7d4b6ada72676bd967a9f4d7e7e5fd0b05a0bbc4,44004,0.0,0.0,0.0,0.0,0.0,4.76837158203125e-06,5,5
\\x17f082dbcd15f890a19df7aa0f27ff9debefc90d0a98453fb469a62f9cf7ce78,44003,0.22073333333333334,0.03257678,0.0048926352,0.05,0.004629133333333334,0.00028514862060546875,97,6
\\x667ecf433bae24639069d0056293206dd3ebf8f98ad959b9e763a694b832cb0e,44002,0.0292,0.00825109,0.0007451196,0.0037333333333333333,0.0002484,7.43865966796875e-05,19,19
\\x13877dc03e0dd5eebf1312575ad0f05802368034fbcf5607c6ed47ba7dc9e946,44001,0.0734,0.01574769,0.0014069036,0.007933333333333334,0.0005751333333333333,0.00013446807861328125,28,5
\\x1c48ae1a3d529674c3d4cf91a56a201b7b40004ee6a3132c4f8f6bad7a87bb30,44000,0.06506666666666666,0.01731051,0.0010723626,0.011533333333333333,0.0013449333333333334,0.000125885009765625,54,4
\\x507a5f4ac11c0f0f464a127e0ea64504df0f5eeac604c5c95629b3d87d387046,43999,0.0156,0.00456561,0.0003198614,0.0033333333333333335,0.0011168666666666667,6.008148193359375e-05,31,31
\\x5ae52655718571e5c57ebac40bdcfa9ae7c8eeeda2a64ee3aa3c14171dc7893d,43999,0.0392,0.00855923,0.0005491396,0.0044,0.0003428666666666667,0.0001430511474609375,27,27
\\x8610f07f1c90f4a85becfec4b4ebecc439e2c36ce8b3d05a75bac88024701a33,43998,0.2722,0.02782119,0.0050623318,0.06553333333333333,0.006399,0.0002307891845703125,61,5
\\xd682358a7d6b67a3a830518c826986ece1ff2ef339607f4de48c9694b1147481,43997,0.12873333333333334,0.01948455,0.0024477798,0.029266666666666667,0.007934266666666667,0.00020885467529296875,58,58
\\xc4438314c98afe7c0342f4c50a62d20cf9852808fcb7fab33b338b6d2c5e7220,43996,0.17693333333333333,0.01500208,0.0033400744,0.045,0.013846866666666667,6.198883056640625e-05,30,1
\\x167a4e33ba94305c969fe7ba0cc28569263e2f1db64d27e02bf8b5ef8965890e,43996,0.17693333333333333,0.01500208,0.0033400744,0.045,0.013846866666666667,6.198883056640625e-05,30,1
