\\xa21b5b7c465495ea21954330af8268eeacc39c555d1ce3b03dae92352651b482,45442,0.0216666666667,0.00496103,0.0003478216,0.00653333333333,0.0005452,0.000119209289551,61,60
\\xe2030a554b6840b8e6974170ee6c6854d270dd576754ebbe751353370660634f,45462,0.663066666667,0.12186821,0.0114176614,0.1526,0.00682173333333,0.00109386444092,396,72
\\x2ebea40535241ab0366f5e4db13a4a21af14a7bdc916076d804a3a77a68e97f9,45435,0.0106666666667,0.00141914,0.0001156156,0.00333333333333,0.000121666666667,3.43322753906e-05,28,19
\\x5f2494b8a167c5ed7f0c948e49787bb152824bfa5a741b2f2c8d18dfca7a02bf,45429,0.0121333333333,0.00335334,0.000232879,0.00273333333333,0.000212466666667,0.000118255615234,80,78
\\x226d7a634dd410002ab8f0aaff2866d8503ed474c44e8a8a9574dc7dfb03d9de,45430,0.0,0.0,0.0,0.0,0.0,1.90734863281e-06,2,0
\\x6ac0d994d6f44941d6c3b1e8eaeb66a6b0ece390b8942bab3f1f8ba2b3dae56c,45455,1.43673333333,0.1299619,0.0300349124,0.273066666667,0.0396830666667,0.00112152099609,356,299
\\xca9417e56319ab1517f4d449ce0afdf03e6702ca41f957b47f3dd4853436f5fd,45418,0.00913333333333,0.00233508,0.0001458232,0.00253333333333,0.000146666666667,4.10079956055e-05,27,9
\\xb7be22379920e66b62e684cb4b1790563d7469d5c611ad9c5fc3d07ffcd310d5,45443,0.6854,0.13937533,0.0124846124,0.1324,0.00577786666667,0.00141334533691,398,397
\\xf02903c17d1f82bcb531f77255a470f9736fdff44f6e84d56c15f333b2d4be9d,45456,0.9322,0.06065576,0.0090992632,0.0674,0.0148725333333,0.000551223754883,131,55
\\x6db54b9cbc55eb64187cdfcb624ccf6fb15a40a2daa3fe9ff74a0b1846af5d63,45411,0.122066666667,0.02592541,0.0031643814,0.022,0.00109786666667,0.000117301940918,50,49
